Code, Label, LangCode
"2763", "Pescado Pelagico", "ES"
"2960", "Pescado y Frutos de Mar", "ES"
"22008", "PIB (millones US$ a precios corrientes)", "ES"
"1083", "Pich y Otr A", "ES"
"1214", "Piel S Fr", "ES"
"1215", "Piel S Secas", "ES"
"1146", "Piele Conejo", "ES"
"1047", "Pieles Cerdo", "ES"
"1028", "Pieles de Cabra nep", "ES"
"1002", "Pieles de Karakul", "ES"
"930", "Pieles de Terneros nep", "ES"
"1195", "Pieles Finas", "ES"
"1213", "Pieles Fr", "ES"
"1025", "Pieles Fr Ca", "ES"
"1044", "Pieles Fr Ce", "ES"
"995", "Pieles Fr Ov", "ES"
"927", "Pieles Fr Tr", "ES"
"1216", "Pieles Nep", "ES"
"999", "Pieles Ov La", "ES"
"998", "Pieles Oveja", "ES"
"1045", "Pieles S F C", "ES"
"1026", "Pieles S F C", "ES"
"996", "Pieles S F O", "ES"
"928", "Pieles S F T", "ES"
"1027", "Pieles S S C", "ES"
"1046", "Pieles S S C", "ES"
"997", "Pieles S S O", "ES"
"929", "Pieles S S T", "ES"
"1056", "Pig Live Weight", "ES"
"2641", "Pimienta", "ES"
"687", "Pimienta (Piper spp.)", "ES"
"2640", "Pimientos", "ES"
"574", "Piña tropical", "ES"
"2618", "Piñas", "ES"
"575", "Piñas En Lat", "ES"
"1313", "Piretroides", "ES"
"1343", "Piretroides-TratamSemIns", "ES"
"223", "Pistachos", "ES"
"1357", "Plaguicidas", "ES"
"1442", "Plaguicidas peligrosos", "ES"
"2775", "Plantas Acuáticas", "ES"
"1594", "Plantas Acuáticas,frescas", "ES"
"1595", "Plantas Acuáticas,secas", "ES"
"2616", "Plátanos", "ES"
"489", "Plátanos", "ES"
"1544", "PMarAhumado", "ES"
"1541", "PMarCongEnt", "ES"
"1546", "PMarElabNep", "ES"
"1545", "PMarEnCons", "ES"
"1540", "PMarFrescNep", "ES"
"2501", "Población", "ES"
"3001", "Población (POP)", "ES"
"5571", "Población agrícola", "ES"
"5593", "Población femenina económicamente activa", "ES"
"5603", "Población femenina económicamente activa en agricultura", "ES"
"5592", "Población masculina económicamente activa", "ES"
"5602", "Población masculina económicamente activa en agricultura", "ES"
"5581", "Población no agrícola", "ES"
"5551", "Población rural", "ES"
"5511", "Población total", "ES"
"1", "Población total", "ES"
"21000", "Población total", "ES"
"5591", "Población total económicamente activa", "ES"
"5601", "Población total económicamente activa en agricultura", "ES"
"5561", "Población urbana", "ES"
"3007", "Población-Estim.&Proyec.", "ES"
"3008", "Población-Estimaciones 2006 rev.", "ES"
"3009", "Población-Estimaciones 2007 rev.", "ES"
"3010", "Población-Estimaciones 2008 rev.", "ES"
"1061", "Pollo Lata", "ES"
"1060", "Pollo Prep", "ES"
"1613", "Postes, pilotes", "ES"
"3120", "Poultry manure", "ES"
"6655", "Praderas y pastos permanentes", "ES"
"6659", "Praderas y pastos permanentes - Crecidos de manera natural", "ES"
"6656", "Praderas y pastos permanentes - Cultivados", "ES"
"6657", "Praderas y pastos permanentes - Cultivados e irrigados", "ES"
"6658", "Praderas y pastos permanentes - Cultivados y no irrigados", "ES"
"6683", "Praderas y pastos permanentes en conversión en tierra orgánica", "ES"
"6682", "Praderas y pastos permanentes orgánicos certificados", "ES"
"6681", "Praderas y pastos permanentes orgánicos, total", "ES"
"6633", "Praderas y pastos temporales", "ES"
"6634", "Praderas y pastos temporales irrigados", "ES"
"6635", "Praderas y pastos temporales no irrigados", "ES"
"909", "PrBasConNLec", "ES"
"877", "Prep Car hom", "ES"
"113", "Prep de Cer", "ES"
"878", "Prep de híga", "ES"
"115", "PrepAlimHar", "ES"
"1232", "Prepar Alim", "ES"
"623", "Prepar Frut", "ES"
"21004", "Prevalencia de subnutrición en la población total", "ES"
"626", "PrFrutCocHom", "ES"
"2961", "Prod Acuáticos, Otros", "ES"
"651", "Prod Forraj", "ES"
"1886", "Prod Lácteos+Huevos 02", "ES"
"460", "Prod Veg F S", "ES"
"652", "Prod Veg For", "ES"
"1321", "Prod. Hormonales Fenoxi", "ES"
"1314", "Product.Botán.y Biológ.", "ES"
"1338", "Product.Botán.y Biológ.TrSemF", "ES"
"1882", "Productos Agropec.,Tot", "ES"
"1786", "Productos Animales", "ES"
"2941", "Productos Animales", "ES"
"2942", "Productos Animales - Sum", "ES"
"1902", "Productos Bruto Nep 29", "ES"
"1691", "Productos de madera para uso decorativo/doméstico", "ES"
"5229", "Productos de Papel", "ES"
"5221", "Productos de Papel", "ES"
"2064", "Productos de Papel", "ES"
"1897", "Productos en Bruto Ex2", "ES"
"1877", "Productos Forestales", "ES"
"1758", "Productos Ganado Prim", "ES"
"2928", "Productos Misceláneos", "ES"
"2903", "Productos Vegetales", "ES"
"2904", "Productos Vegetales - Suministro", "ES"
"407", "Puerros y otras aliáceas", "ES"
"1663", "Pulpa Blanq,Sulfa+Soda", "ES"
"1661", "Pulpa Blanqueada,Sulfito", "ES"
"1609", "Pulpa de fibra recuperad", "ES"
"1875", "Pulpa de Madera", "ES"
"1667", "Pulpa de Madera, Soluble", "ES"
"1654", "Pulpa de Madera,Mecánica", "ES"
"1668", "Pulpa de Otras Fibras", "ES"
"1859", "Pulpa Madera Ex Mecánica", "ES"
"1656", "Pulpa Madera,Química", "ES"
"1655", "Pulpa Madera,Semiquímica", "ES"
"584", "Pulpa Mango", "ES"
"1878", "Pulpa para Papel", "ES"
"169", "Pulpa Remol", "ES"
"1660", "Pulpa Sin Blanq, Sulfito", "ES"
"1662", "Pulpa Sin Blanq,Sulfa+So", "ES"
"628", "PulpFrutapAn", "ES"
"5217", "Puntal Minas y Otr Rollo", "ES"
"1605", "Puntal para Minas C", "ES"
"1607", "Puntal para Minas NC", "ES"
"829", "Puros", "ES"
"681", "Quality wine", "ES"
"2741", "Queso", "ES"
"1745", "Queso (Todos tipos)", "ES"
"955", "Queso Búfala", "ES"
"1021", "Queso Cabra", "ES"
"984", "Queso de Leche de  Oveja", "ES"
"904", "Queso de leche desnatada de vaca", "ES"
"901", "Queso de leche entera de vaca", "ES"
"905", "Queso deSuer", "ES"
"907", "Queso Elab", "ES"
"1939", "Queso y Cuajada", "ES"
"92", "Quinua", "ES"
"1145", "Rabbit - Live weight", "ES"
"459", "Raíces de achicoria", "ES"
"2815", "Raíces y Tub Eq en Seco", "ES"
"148", "Raíces y tubérculos fecul. NCP", "ES"
"149", "Raíces y tubérculos fecul. NCP", "ES"
"1720", "Raíces&Tubérculos,Total", "ES"
"2534", "Raíces, Nep", "ES"
"638", "Raigras", "ES"
"788", "Ramio", "ES"
"5252", "Recovered Paper", "ES"
"1356", "Reguladores del crecimiento de las plantas", "ES"
"1341", "Reguladores del crecimiento de las plantas", "ES"
"157", "Remolacha azucarera", "ES"
"2537", "Remolacha Azucarera", "ES"
"647", "Remolacha Forrajera", "ES"
"654", "Res Cer+dest", "ES"
"1277", "Resid C Gras", "ES"
"1620", "Residuos de Madera", "ES"
"33", "Rice gluten", "ES"
"265", "Ricino", "ES"
"2510", "Roca fosfórica", "ES"
"1345", "Rodenticidas", "ES"
"649", "Rutabagas Forrajeros", "ES"
"105", "Sal Cer Mez", "ES"
"112", "Sal de Cer", "ES"
"1041", "Salch Cerdo", "ES"
"874", "Salchich Ct", "ES"
"1932", "Salchichas", "ES"
"1390", "Sales Crud Hasta 20% K2o", "ES"
"1400", "Sales potásicas naturales", "ES"
"239", "Salsa de Soya", "ES"
"91", "Salv alforfo", "ES"
"73", "Salv Centeno", "ES"
"77", "Salv de Alca", "ES"
"96", "Salv de Foni", "ES"
"99", "Salv de trit", "ES"
"213", "Salv legumbr", "ES"
"35", "Salvad Arroz", "ES"
"81", "Salvad Mijo", "ES"
"85", "Salvad Sorgo", "ES"
"17", "Salvad Trigo", "ES"
"2600", "Salvado", "ES"
"59", "Salvado Maíz", "ES"
"107", "Salvados de cereales, nep", "ES"
"1959", "Salvados y Semej", "ES"
"567", "Sandías", "ES"
"1225", "Sebo", "ES"
"306", "Sebo Vegetal", "ES"
"1971", "Seda", "ES"
"2747", "Seda", "ES"
"1186", "Seda Basta", "ES"
"1969", "Sem Colza+Mostaza", "ES"
"2455002", "Sembradoras", "ES"
"1294", "Semil Espora", "ES"
"2823", "Semil Oleag & Ace(Eq Ace", "ES"
"339", "Semileagin", "ES"
"296", "Semilla de adormidera", "ES"
"329", "Semilla de algodón", "ES"
"2559", "Semilla de Algodón", "ES"
"280", "Semilla de cártamo, alazor", "ES"
"267", "Semilla de girasol", "ES"
"277", "Semilla de Jojoba", "ES"
"311", "Semilla de Kapok con Cás", "ES"
"312", "Semilla de Kapok Descas", "ES"
"299", "Semilla de melón", "ES"
"292", "Semilla de mostaza", "ES"
"2561", "Semilla de Sésamo", "ES"
"289", "Semilla de sésamo, ajonjolí", "ES"
"305", "Semillas Arbol del Sebo", "ES"
"2558", "Semillas Colza/Mostaza", "ES"
"2557", "Semillas de Girasol", "ES"
"1899", "Semillas Oleaginosas 22", "ES"
"342", "Semillas oleaginosas NCP", "ES"
"291", "Sésamo Tort", "ES"
"1013", "Sheep Live Weight", "ES"
"789", "Sisal", "ES"
"2665", "Sisal", "ES"
"1974", "Sisal y Otr Agaves", "ES"
"794", "sisal y otras fibras de agave", "ES"
"248", "Soja", "ES"
"236", "Soja", "ES"
"83", "Sorgo", "ES"
"2518", "Sorgo", "ES"
"637", "Sorgo Forrajero", "ES"
"2810", "Sorgo Incluso Cerveza", "ES"
"2555", "Soya", "ES"
"64", "Starch of Maize", "ES"
"893", "Su/Le/CreCua", "ES"
"3000", "Subnutrición (UN)", "ES"
"2742", "Suero", "ES"
"1947", "Suero Concentrado", "ES"
"906", "Suero de mantequilla y nata acidificadas", "ES"
"911", "Suero de Queso, Fresco", "ES"
"899", "Suero Ma Pol", "ES"
"903", "Suero Qu Fr", "ES"
"900", "Suero Qu Pol", "ES"
"890", "Suero Que Co", "ES"
"1361", "Sulfato Amónico", "ES"
"310221", "Sulfato de amonio", "ES"
"310430", "Sulfato de potasio", "ES"
"1387", "Sulfato Potásico", "ES"
"22000", "Suministro de energía alimentaria (SEA)", "ES"
"6610", "Superficie agrícola", "ES"
"6673", "Superficie agrícola en conversión en tierra orgánica", "ES"
"6611", "Superficie agrícola irrigada", "ES"
"6672", "Superficie agrícola orgánica certificada", "ES"
"6671", "Superficie agrícola orgánica, total", "ES"
"6601", "Superficie de la tierra", "ES"
"6600", "Superficie del país", "ES"
"6661", "Superficie forestal", "ES"
"6690", "Superficie total provista para riego", "ES"
"1377", "Superfosfato Concentrado", "ES"
"31031010", "Superfosfato de más de  35%", "ES"
"1376", "Superfosfato Simple", "ES"
"31031090", "Superfosfato, otro", "ES"
"310310", "Superphosphate", "ES"
"850", "Suplementos Alimenticios", "ES"
"1352", "Sustancias para el tratamiento de las semillas - Fungicidas", "ES"
"1353", "Sustancias para el tratamiento de las semillas - Insecticidas", "ES"
"2671", "Tabaco", "ES"
"1896", "Tabaco", "ES"
"826", "Tabaco Bruto", "ES"
"831", "Tabaco Manuf", "ES"
"2927", "Tabaco y Caucho", "ES"
"680", "Table wine", "ES"
"1874", "Tableros de Fibra", "ES"
"1873", "Tableros de Madera", "ES"
"1606", "Tableros de Obleas,y TBO", "ES"
"1646", "Tableros de Partículas", "ES"
"1649", "Tableros Fibra,Prensados", "ES"
"495", "Tangerinas, mandarinas y clem.", "ES"
"121", "Tapioca de Patatas", "ES"
"127", "Tapioca de Yuca", "ES"
"136", "Taró (cocoyam)", "ES"
"667", "Té", "ES"
"2635", "Té", "ES"
"674", "Té Nep", "ES"
"87", "TEF", "ES"
"864", "Terneros", "ES"
"6612", "Tierras agrícola irrigada por aspersión", "ES"
"6613", "Tierras agrícola irrigada por goteo", "ES"
"6614", "Tierras agrícolas irrigadas por irrigación gravitacional", "ES"
"6615", "Tierras agrícolas irrigadas por otros métodos", "ES"
"6621", "Tierras arables", "ES"
"6676", "Tierras arables en conversión en tierra orgánica", "ES"
"6675", "Tierras arables orgánicas certificadas", "ES"
"6674", "Tierras arables orgánicas, total", "ES"
"6620", "Tierras arables y Cultivos permanentes", "ES"
"5073", "Tierras de regadío", "ES"
"5074", "Tierras de regadío y costos", "ES"
"1039", "Tocino Jamón", "ES"
"392", "Tomat Pelado", "ES"
"388", "Tomates", "ES"
"2601", "Tomates", "ES"
"2613", "Toronjas", "ES"
"507", "Toronjas (incl. pomelos)", "ES"
"1803", "Tort Har Ol", "ES"
"2595", "Torta Almendra de Palma", "ES"
"2593", "Torta de Colza y Mostaza", "ES"
"2596", "Torta de Copra", "ES"
"2591", "Torta de Maníes", "ES"
"294", "Torta de Mostaza", "ES"
"2592", "Torta de Semilla Girasol", "ES"
"2590", "Torta de Soya", "ES"
"2594", "Torta Semilla Algodón", "ES"
"2597", "Torta Semilla Sésamo", "ES"
"259", "Tortas Al Pl", "ES"
"37", "Tortas Arroz", "ES"
"253", "Tortas Copra", "ES"
"338", "Tortas de Cáñamo", "ES"
"272", "Tortas de Colza", "ES"
"314", "Tortas de Kapok", "ES"
"335", "Tortas de Linaza", "ES"
"269", "Tortas Giras", "ES"
"245", "Tortas Maní", "ES"
"341", "Tortas Oleag", "ES"
"61", "Tortas Oleag de Maíz", "ES"
"1962", "Tortas Oleag Nep", "ES"
"1841", "Tortas oleaginosas Eq", "ES"
"298", "Tortas Sem de Adormidera", "ES"
"2598", "Tortas Sem Oleaginosas", "ES"
"238", "Tortas Soja", "ES"
"1960", "Tortas+Harinas Ol", "ES"
"1879", "Total Fibre Furnish", "ES"
"1701", "Total General", "ES"
"5251", "Total WoodFuels", "ES"
"11733", "TotFrutSecas", "ES"
"1302", "Tractores Agrícol. Todos", "ES"
"2455011", "Tractores agrícolas", "ES"
"2455009", "Tractores agrícolas, total", "ES"
"2455012", "Tractores de oruga", "ES"
"640", "Trébol", "ES"
"1322", "Triacinas", "ES"
"1319", "Triazoles diazolesTrSemF", "ES"
"1335", "Triazoles, Diazoles", "ES"
"15", "Trigo", "ES"
"2511", "Trigo", "ES"
"23", "Trigo Fecula", "ES"
"24", "Trigo Gluten", "ES"
"2802", "Trigo inc Cerveza", "ES"
"89", "Trigo sarraceno, alforfón", "ES"
"11945", "Trigo y Har", "ES"
"1945", "Trigo+Harina,Equiv Trigo", "ES"
"97", "Triticale", "ES"
"1604", "Trozas,Aserrar+Chapa(NC)", "ES"
"1868", "Trozas,Aserrar+Chapas", "ES"
"1601", "Trozas,Aserrar+Chapas(C)", "ES"
"151", "Tuberc Secos", "ES"
"1719", "Tubérculos y Raíces", "ES"
"1330", "Uracil", "ES"
"1367", "Urea", "ES"
"310210", "Urea", "ES"
"310280", "Urea y soluciones de nitrato de amonio (UAN)", "ES"
"1328", "Ureas Sulfonílicas", "ES"
"5072", "Uso de la tierra y precios", "ES"
"2620", "Uva", "ES"
"549", "Uva espina", "ES"
"2825", "Uva Incluso Vino", "ES"
"560", "Uvas", "ES"
"1768", "Vaca Cordero Cerdo Prim", "ES"
"875", "Vacuna Prep", "ES"
"1746", "Vacunos y Búfalos", "ES"
"692", "Vainilla", "ES"
"565", "Vermouths", "ES"
"205", "Veza", "ES"
"564", "Vino", "ES"
"2655", "Vino", "ES"
"1966", "Vino,Vermut y Sem.", "ES"
"2945", "Vísceras", "ES"
"2736", "Vísceras Comestibles", "ES"
"853", "Vitaminas", "ES"
"26", "Wheat Fermented Beverage", "ES"
"5247", "Wood Charcoal", "ES"
"5249", "Wood Residues", "ES"
"135", "Yautía (cocoyam)", "ES"
"891", "Yogur", "ES"
"902", "Yogur", "ES"
"892", "Yogur con o", "ES"
"125", "Yuca", "ES"
"1953", "Yuca Equivalente", "ES"
"2532", "Yuca Mandioca", "ES"
"2662", "Yute", "ES"
"2663", "Yute & Fibras Afines", "ES"
"1751", "Yute y Fibras Afines", "ES"
"780", "Yute y otras fibras afines", "ES"
"781", "Yute y otras fibras afines", "ES"
"1980", "Yute+Fib de Liber", "ES"
"648", "Zanahorias Forrajeras", "ES"
"426", "Zanahorias y nabos", "ES"
"1691", "null", "AR"
"1692", "null", "AR"
"7267", "null", "AR"
"7270", "null", "AR"
"7275", "null", "AR"
"7280", "null", "AR"
"7289", "null", "AR"
"7292", "null", "AR"
"7296", "null", "AR"
"7299", "null", "AR"
"7305", "null", "AR"
"7310", "null", "AR"
"7328", "null", "AR"
"7333", "null", "AR"
"7336", "null", "AR"
"7339", "null", "AR"
"7358", "null", "AR"
"7366", "null", "AR"
"7367", "null", "AR"
"7373", "null", "AR"
"7388", "null", "AR"
"7393", "null", "AR"
"7394", "null", "AR"
"7397", "null", "AR"
"7399", "null", "AR"
"7401", "null", "AR"
"7402", "null", "AR"
"7403", "null", "AR"
"7406", "null", "AR"
"7414", "null", "AR"
"7417", "null", "AR"
"7420", "null", "AR"
"7423", "null", "AR"
"7426", "null", "AR"
"7446", "null", "AR"
"7449", "null", "AR"
"7459", "null", "AR"
"7461", "null", "AR"
"7463", "null", "AR"
"7486", "null", "AR"
"7489", "null", "AR"
"7490", "null", "AR"
"7495", "null", "AR"
"7497", "null", "AR"
"7507", "null", "AR"
"7512", "null", "AR"
"7515", "null", "AR"
"7521", "null", "AR"
"7523", "null", "AR"
"7526", "null", "AR"
"7530", "null", "AR"
"7531", "null", "AR"
"7534", "null", "AR"
"7536", "null", "AR"
"7541", "null", "AR"
"7542", "null", "AR"
"7544", "null", "AR"
"7547", "null", "AR"
"7549", "null", "AR"
"7550", "null", "AR"
"7552", "null", "AR"
"7554", "null", "AR"
"7558", "null", "AR"
"7560", "null", "AR"
"7569", "null", "AR"
"7571", "null", "AR"
"7572", "null", "AR"
"7574", "null", "AR"
"7577", "null", "AR"
"7591", "null", "AR"
"7603", "null", "AR"
"7619", "null", "AR"
"7656", "null", "AR"
"7661", "null", "AR"
"7754", "null", "AR"
"7836", "null", "AR"
"7866", "null", "AR"
"7882", "null", "AR"
"7927", "null", "AR"
"7928", "null", "AR"
"7946", "null", "AR"
"7951", "null", "AR"
"7976", "null", "AR"
"7982", "null", "AR"
"8016", "null", "AR"
"8020", "null", "AR"
"8034", "null", "AR"
"8057", "null", "AR"
"8062", "null", "AR"
"8068", "null", "AR"
"8072", "null", "AR"
"8079", "null", "AR"
"8083", "null", "AR"
"8096", "null", "AR"
"8107", "null", "AR"
"8110", "null", "AR"
"8126", "null", "AR"
"8140", "null", "AR"
"8150", "null", "AR"
"8157", "null", "AR"
"8163", "null", "AR"
"8166", "null", "AR"
"8168", "null", "AR"
"8182", "null", "AR"
"5190", "null", "AR"
"5195", "null", "AR"
"5511", "null", "AR"
"5512", "null", "AR"
"5513", "null", "AR"
"5551", "null", "AR"
"5561", "null", "AR"
"5571", "null", "AR"
"5581", "null", "AR"
"5591", "null", "AR"
"5592", "null", "AR"
"5593", "null", "AR"
"5601", "null", "AR"
"5602", "null", "AR"
"22002", "null", "AR"
"22003", "null", "AR"
"22004", "null", "AR"
"22005", "null", "AR"
"22006", "null", "AR"
"22007", "null", "AR"
"23001", "null", "AR"
"23002", "null", "AR"
"23003", "null", "AR"
"23004", "null", "AR"
"23005", "null", "AR"
"5603", "null", "AR"
"1420", "null", "AR"
"1421", "null", "AR"
"7015", "null", "AR"
"7027", "null", "AR"
"7044", "null", "AR"
"7056", "null", "AR"
"7068", "null", "AR"
"7071", "null", "AR"
"7075", "null", "AR"
"7079", "null", "AR"
"7083", "null", "AR"
"7089", "null", "AR"
"7092", "null", "AR"
"7094", "null", "AR"
"7097", "null", "AR"
"7101", "null", "AR"
"7103", "null", "AR"
"7108", "null", "AR"
"7116", "null", "AR"
"7122", "null", "AR"
"7125", "null", "AR"
"7135", "null", "AR"
"7136", "null", "AR"
"7137", "null", "AR"
"7149", "null", "AR"
"7156", "null", "AR"
"7157", "null", "AR"
"7161", "null", "AR"
"7162", "null", "AR"
"7163", "null", "AR"
"7176", "null", "AR"
"7181", "null", "AR"
"7187", "null", "AR"
"7191", "null", "AR"
"7195", "null", "AR"
"7197", "null", "AR"
"7201", "null", "AR"
"7203", "null", "AR"
"7205", "null", "AR"
"7210", "null", "AR"
"7211", "null", "AR"
"7216", "null", "AR"
"7217", "null", "AR"
"7221", "null", "AR"
"7222", "null", "AR"
"7223", "null", "AR"
"7225", "null", "AR"
"7234", "null", "AR"
"7236", "null", "AR"
"7242", "null", "AR"
"7249", "null", "AR"
"7254", "null", "AR"
"7260", "null", "AR"
"7263", "null", "AR"
"7265", "null", "AR"
"20000", "null", "AR"
"20001", "null", "AR"
"20002", "null", "AR"
"20003", "null", "AR"
"20004", "null", "AR"
"20005", "null", "AR"
"20006", "null", "AR"
"20007", "null", "AR"
"20008", "null", "AR"
"20009", "null", "AR"
"20010", "null", "AR"
"20011", "null", "AR"
"20012", "null", "AR"
"20013", "null", "AR"
"20014", "null", "AR"
"20015", "null", "AR"
"21002", "null", "AR"
"21003", "null", "AR"
"21005", "null", "AR"
"21006", "null", "AR"
"22001", "null", "AR"
"2455001", "null", "AR"
"2455002", "null", "AR"
"2455003", "null", "AR"
"2455004", "null", "AR"
"2455005", "null", "AR"
"2455006", "null", "AR"
"2455007", "null", "AR"
"2455017", "null", "AR"
"2455018", "null", "AR"
"2455019", "null", "AR"
"2455020", "null", "AR"
"2455021", "null", "AR"
"2455008", "null", "AR"
"2455009", "null", "AR"
"2455010", "null", "AR"
"2455011", "null", "AR"
"2455012", "null", "AR"
"2455013", "null", "AR"
"2455014", "null", "AR"
"2455015", "null", "AR"
"2455016", "null", "AR"
"12061", "", "AR"
"1422", "", "AR"
"1423", "", "AR"
"1424", "", "AR"
"1425", "", "AR"
"1426", "", "AR"
"1427", "", "AR"
"1428", "", "AR"
"1429", "", "AR"
"1430", "", "AR"
"1431", "", "AR"
"1432", "", "AR"
"1433", "", "AR"
"1434", "", "AR"
"1435", "", "AR"
"1436", "", "AR"
"1437", "", "AR"
"1438", "", "AR"
"1439", "", "AR"
"1440", "", "AR"
"1441", "", "AR"
"1442", "", "AR"
"1443", "", "AR"
"1444", "", "AR"
"1445", "", "AR"
"1446", "", "AR"
"10109", "", "AR"
"11704", "", "AR"
"11733", "", "AR"
"11815", "", "AR"
"625", "فواكة , جوزيات , مُحلية , ومحفوظة", "AR"
"1953", "ãÇ  íÚÇÏáÉ ãä ÇáãäíåæØ", "AR"
"1312", "ãÈíÏÇÊ ÇáßÑÈãÇÊ", "AR"
"378", "اوراق المنيهوت( الكسافا )", "AR"
"116", "بطاطس", "AR"
"910", "بوظة  (جيلاتي ) وغيرها", "AR"
"888", "حليب بقر قليل الدسم", "AR"
"512", "حمضيات اخرى", "AR"
"871", "دهن بقر، ملحمة", "AR"
"1040", "دهن خنزير، ملحمة", "AR"
"71", "شَيْلَم", "AR"
"1064", "صفار بيض الدجاج المجفف", "AR"
"602", "فاكهه استوائيه  أخرى", "AR"
"544", "فراولة", "AR"
"542", "فواكه تفاحية أخرى", "AR"
"698", "قرنفل", "AR"
"220", "كَسْتَنَاء", "AR"
"623", "محضرات فواكه غير مذكورة في موضع آخر", "AR"
"1817", "(ÍÈæÈ (Úáì ÇÓÇÓ ÃÑÒ ãÕÞæá", "AR"
"2064", "A", "AR"
"1317", "A", "AR"
"1318", "A", "AR"
"1319", "A", "AR"
"1338", "A", "AR"
"1339", "A", "AR"
"1340", "A", "AR"
"1353", "A", "AR"
"1342", "A", "AR"
"1343", "A", "AR"
"1344", "A", "AR"
"1352", "A", "AR"
"1400", "ÃãáÇÍ ÇáÈæÊÇÓíæã ÇáØÈíÚíÉ", "AR"
"1390", "ÃãáÇÍ ÎÇã ãÍÊæíÉ Úáì 20% æÒäÇ ãä ÃæßÓíÏ ÇáÈæÊÇÓíæã", "AR"
"2618", "ÃäÇäÇÓ", "AR"
"1299", "ÂáÇÊ áÊÍÖíÑ ÇáÊÑÈÉ", "AR"
"1307", "ÂáÇÊ ÍáÈ", "AR"
"1300", "ÂáÇÊ ÒÑÇÚíÉ(ÛíÑ ãÐßæÑ Ýí ãæÖÚ ÂÎÑ)", "AR"
"1740", "ãäÈåÇÊ", "AR"
"2922", "ãäÈåÇÊ", "AR"
"1741", "ãäÈåÇÊ ÃæáíÉ", "AR"
"1348", "ãæáÏÇÊ ÓíÇäæÑ", "AR"
"1897", "ãæÇÏ ÎÇã", "AR"
"1902", "ãæÇÏ ÎÇã (ÛíÑ ãÐßæÑ Ýí ãæÖÚ ÂÎÑ)", "AR"
"1984", "ãæÇÏ ÎÇã ãÇ ÚÏÇ ÇáÃÓãÇß æ ÇáÛÇÈÇÊ", "AR"
"1892", "ãæÇÏ ÚáÝíÉ", "AR"
"1704", "ãæÇÏ ÛÐÇÆíÉ", "AR"
"1982", "ãæÇÏ ÛÐÇÆíÉ ãÇ ÚÏÇ ÃáÓãß", "AR"
"1883", "ãæÇÏ ÛÐÇÆíÉ æÍíæÇäÇÊ ÍíÉ0", "AR"
"2562", "äæì ËãÑÉ äÎíá ÛíäíÇ", "AR"
"1882", "ãäÊÌÇ Ê  ÒÑÇÚíÉ¡ ãÌãæÚ", "AR"
"2903", "ãäÊÌÇÊ äÈÇÊíÉ", "AR"
"2904", "ãäÊÌÇÊ äÈÇÊíÉ -ãÊæÝÑ", "AR"
"2928", "ãäÊÌÇÊ ãÎÊáÝÉ", "AR"
"1886", "ãäÊÌÇÊ ÇáÃáÈÇä æÇáÈíÖ", "AR"
"2961", "ãäÊÌÇÊ ÈÍÑíÉ ÃÎÑì", "AR"
"1786", "ãäÊÌÇÊ ÍíæÇäíÉ", "AR"
"2941", "ãäÊÌÇÊ ÍíæÇäíÉ", "AR"
"2942", "ãäÊÌÇÊ ÍíæÇäíÉ- ãÊæÝÑ", "AR"
"1758", "ãäÊÌÇÊ ÍíæÇäíÉ ÇæáíÉ", "AR"
"1840", "ãäÊÌÇÊ ÕíÏ ÇáÃÓãÇß¡ ãÌãæÚ", "AR"
"1330", "ÃæÑÇÓíá", "AR"
"2615", "ãæÒ", "AR"
"1951", "ãæÒ", "AR"
"2616", "ãæÒ ÇáÌäÉ", "AR"
"2532", "ãäíåæØ", "AR"
"1973", "ÃáíÇÝ æ ãÔÇÞÉ ÇáßÊÇä", "AR"
"2663", "ÃáíÇÝ ãÔÇÈåÉ ááÌæÊ", "AR"
"1901", "ÃáíÇÝ äÓíÌíÉ", "AR"
"1751", "ÃáíÇÝ ÌæÊ æãËíáÇÊåÇÇ", "AR"
"2667", "ÃáíÇÝ ÎÔäÉ¡ ÇÎÑì", "AR"
"1323", "ÃãíÏÇÊ", "AR"
"1356", "ãäÙãÇÊ Çáäãøæ", "AR"
"1341", "ãäÙãÇÊ Çáäãøæ", "AR"
"2030", "ãÇ íÚÇÏáå ãä ÇáÍáíÈ", "AR"
"1346", "ãÇäÚÇÊ ÇáÊÎËøÑ", "AR"
"2704", "ãÇÚÒ", "AR"
"2775", "äÈÇÊÇÊ ÈÍÑíÉ", "AR"
"2655", "äÈíÐ", "AR"
"1966", "äÈíÐ æ äÈíÐ ÃÈíÖ ãÚØÑ æ ãËíáÇÊå", "AR"
"1320", "ãÈíÏ ÇáÃÚÔÇÈ", "AR"
"1314", "ãÈíÏÇÊ äÈÇÊíÉ æÍíæíÉ", "AR"
"1315", "ãÈíÏÇÊ ãÊÝÑÞÉ", "AR"
"1327", "ãÈíÏÇÊ ÃÚÔÇÈ ãÊÝÑÞÉ", "AR"
"1418", "ãÈíÏÇÊ ÇáÃÚÔÇÈ (ÊÌÇÑÉ)", "AR"
"1357", "ãÈíÏÇÊ ÇáÂÝÇÊ (ÊÌÇÑÉ)", "AR"
"1359", "ãÈíÏÇÊ ÇáÂÝÇÊ (ÛíÑ ãÐßæÑ Ýí ãæÖÚ ÂÎÑ)", "AR"
